flow_id,policy_id,claim_id,flow_type,payment_method,flow_status,transaction_date,processing_date,amount,processed_amount,currency,customer_document,bank_name,city,state,created_at
FLOW-0000001169,POL-00000066,CLM-00000878,PREMIUM_PAYMENT,BANK_SLIP,PROCESSED,2025-11-16,2025-11-16,18624.28,18624.28,BRL,312.057.894-05,Marques,Cunha,PR,2026-05-25 01:16:38
FLOW-0000001170,POL-00000067,CLM-00000081,CLAIM_PAYMENT,DEBIT,PROCESSED,2025-06-13,2025-06-18,5703.03,5703.03,BRL,493.012.875-79,Rezende da Mota e Filhos,Almeida,AL,2026-05-25 01:16:38
FLOW-0000001171,POL-00000010,CLM-00000794,PREMIUM_PAYMENT,DEBIT,PENDING,2025-12-03,2025-12-08,19087.44,19087.44,BRL,784.021.965-94,Rezende,Castro,MA,2026-05-25 01:16:38
FLOW-0000001172,POL-00000407,CLM-00000676,PREMIUM_PAYMENT,BANK_TRANSFER,PENDING,2025-02-11,2025-02-14,1110.8,1110.8,BRL,173.594.286-37,Farias Brito S/A,Jesus,PB,2026-05-25 01:16:38
FLOW-0000001173,POL-00000023,CLM-00000068,PREMIUM_PAYMENT,CREDIT_CARD,FAILED,2025-11-01,2025-11-05,1528.67,0.0,BRL,326.814.095-51,Porto,da Rosa,DF,2026-05-25 01:16:38
FLOW-0000001174,POL-00000472,CLM-00000617,PREMIUM_PAYMENT,BANK_SLIP,PENDING,2025-03-07,2025-03-12,306.3,306.3,BRL,076.438.215-26,da Cruz,Garcia,GO,2026-05-25 01:16:38
FLOW-0000001175,POL-00000015,CLM-00000093,CLAIM_PAYMENT,BANK_SLIP,FAILED,2025-06-01,2025-06-05,22534.31,0.0,BRL,714.639.052-70,Jesus Ltda.,Sá,CE,2026-05-25 01:16:38
FLOW-0000001176,POL-00000181,CLM-00000165,REINSURANCE,BANK_TRANSFER,FAILED,2025-03-11,2025-03-16,23549.03,0.0,BRL,031.892.746-22,Ferreira Cavalcanti S.A.,Garcia,PA,2026-05-25 01:16:38
FLOW-0000001177,POL-00000051,CLM-00000840,REINSURANCE,BANK_TRANSFER,PENDING,2025-08-24,2025-08-29,15343.26,15343.26,BRL,693.127.485-64,Moreira,Melo,SE,2026-05-25 01:16:38
FLOW-0000001178,POL-00000494,CLM-00000289,CANCELLATION,BANK_SLIP,PROCESSED,2025-04-13,2025-04-13,13244.53,13244.53,BRL,479.861.325-82,Moura,Castro,SP,2026-05-25 01:16:38
FLOW-0000001179,POL-00000474,CLM-00000220,CANCELLATION,BANK_TRANSFER,PENDING,2024-11-24,2024-11-28,158.01,158.01,BRL,657.342.891-91,Almeida,da Costa do Norte,CE,2026-05-25 01:16:38
FLOW-0000001180,POL-00000226,CLM-00000690,CANCELLATION,PIX,PROCESSED,2024-08-29,2024-09-03,11894.15,11894.15,BRL,538.946.210-60,Martins,Pereira,PB,2026-05-25 01:16:38
FLOW-0000001181,POL-00000110,CLM-00000527,REFUND,BANK_SLIP,CANCELLED,2025-11-07,2025-11-08,20876.82,20876.82,BRL,410.596.238-89,da Rocha,Melo,PB,2026-05-25 01:16:38
FLOW-0000001182,POL-00000239,CLM-00000113,COMMISSION,BANK_TRANSFER,PENDING,2025-07-13,2025-07-16,2865.49,2865.49,BRL,103.987.246-87,Lopes,da Mota do Oeste,SE,2026-05-25 01:16:38
FLOW-0000001183,POL-00000286,CLM-00000740,COMMISSION,PIX,FAILED,2024-07-08,2024-07-09,12420.61,0.0,BRL,498.172.053-04,da Costa Cavalcanti - ME,Teixeira do Sul,AM,2026-05-25 01:16:38
FLOW-0000001184,POL-00000146,CLM-00000468,PREMIUM_PAYMENT,BANK_TRANSFER,CANCELLED,2025-04-12,2025-04-12,8236.48,8236.48,BRL,493.802.517-50,da Mota,Nascimento dos Dourados,RS,2026-05-25 01:16:38
FLOW-0000001185,POL-00000284,CLM-00000418,REFUND,CREDIT_CARD,PROCESSED,2025-11-17,2025-11-22,7834.57,7834.57,BRL,051.369.782-95,Vieira S/A,Teixeira do Campo,RJ,2026-05-25 01:16:38
FLOW-0000001186,POL-00000481,CLM-00000696,PREMIUM_PAYMENT,CREDIT_CARD,CANCELLED,2025-04-09,2025-04-12,4760.19,4760.19,BRL,805.713.246-90,Pimenta Vieira Ltda.,Fernandes da Mata,PB,2026-05-25 01:16:38
FLOW-0000001187,POL-00000345,CLM-00000108,CANCELLATION,DEBIT,CANCELLED,2025-11-27,2025-11-28,369.01,369.01,BRL,572.860.913-95,Garcia S.A.,Peixoto,MA,2026-05-25 01:16:38
FLOW-0000001188,POL-00000062,CLM-00000147,CANCELLATION,DEBIT,PENDING,2026-04-13,2026-04-16,13090.43,13090.43,BRL,906.715.482-20,Leão,Leão Alegre,AM,2026-05-25 01:16:38
FLOW-0000001189,POL-00000034,CLM-00000373,PREMIUM_PAYMENT,BANK_SLIP,PROCESSED,2024-11-24,2024-11-27,17391.18,17391.18,BRL,450.612.897-49,Pimenta,Macedo,RJ,2026-05-25 01:16:38
FLOW-0000001190,POL-00000120,CLM-00000859,REFUND,DEBIT,PENDING,2025-07-27,2025-07-29,5046.57,5046.57,BRL,894.523.760-74,da Mata S/A,Guerra do Campo,TO,2026-05-25 01:16:38
FLOW-0000001191,POL-00000388,CLM-00000809,CANCELLATION,DEBIT,FAILED,2025-04-01,2025-04-06,12502.8,0.0,BRL,789.156.430-20,Macedo,Jesus do Galho,PR,2026-05-25 01:16:38
FLOW-0000001192,POL-00000249,CLM-00000524,REINSURANCE,CREDIT_CARD,CANCELLED,2024-11-08,2024-11-10,11921.87,11921.87,BRL,275.418.390-60,Gomes - EI,Andrade,SP,2026-05-25 01:16:38
FLOW-0000001193,POL-00000129,CLM-00000502,PREMIUM_PAYMENT,DEBIT,PENDING,2024-10-03,2024-10-04,19211.59,19211.59,BRL,835.176.029-30,das Neves e Filhos,Dias,AL,2026-05-25 01:16:38
FLOW-0000001194,POL-00000051,CLM-00000756,CLAIM_PAYMENT,PIX,PENDING,2025-04-19,2025-04-20,15727.86,15727.86,BRL,426.571.389-00,Azevedo,Freitas da Prata,MS,2026-05-25 01:16:38
FLOW-0000001195,POL-00000196,CLM-00000620,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2025-10-25,2025-10-25,12478.47,12478.47,BRL,673.510.924-43,Souza,Nunes,RS,2026-05-25 01:16:38
FLOW-0000001196,POL-00000390,CLM-00000079,REINSURANCE,BANK_TRANSFER,PENDING,2024-10-17,2024-10-18,7603.68,7603.68,BRL,047.586.319-48,Azevedo,da Mota,DF,2026-05-25 01:16:38
FLOW-0000001197,POL-00000339,CLM-00000510,CLAIM_PAYMENT,DEBIT,FAILED,2024-12-02,2024-12-05,19828.65,0.0,BRL,138.796.425-91,Ferreira S/A,Fernandes,ES,2026-05-25 01:16:38
FLOW-0000001198,POL-00000488,CLM-00000783,COMMISSION,PIX,PENDING,2024-09-24,2024-09-28,6578.55,6578.55,BRL,045.379.826-83,Martins,Freitas,RJ,2026-05-25 01:16:38
FLOW-0000001199,POL-00000231,CLM-00000323,PREMIUM_PAYMENT,DEBIT,CANCELLED,2026-02-26,2026-03-01,22009.14,22009.14,BRL,049.178.625-58,Pastor,Siqueira,AC,2026-05-25 01:16:38
FLOW-0000001200,POL-00000286,CLM-00000676,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2025-05-31,2025-06-03,11518.42,11518.42,BRL,831.067.425-26,Rodrigues Ltda.,Gomes,RJ,2026-05-25 01:16:38
FLOW-0000001201,POL-00000160,CLM-00000733,REFUND,DEBIT,PROCESSED,2026-05-19,2026-05-24,4145.4,4145.4,BRL,536.142.089-15,Silva S/A,Souza,MG,2026-05-25 01:16:38
FLOW-0000001202,POL-00000338,CLM-00000568,REINSURANCE,BANK_TRANSFER,CANCELLED,2025-09-21,2025-09-24,19112.08,19112.08,BRL,768.130.452-53,da Rosa,Montenegro,SC,2026-05-25 01:16:38
FLOW-0000001203,POL-00000260,CLM-00000058,REINSURANCE,DEBIT,PROCESSED,2026-05-18,2026-05-22,11771.97,11771.97,BRL,629.871.053-12,da Conceição Camargo S/A,Cunha de Dias,CE,2026-05-25 01:16:38
FLOW-0000001204,POL-00000393,CLM-00000292,REFUND,CREDIT_CARD,FAILED,2024-11-05,2024-11-07,12392.54,0.0,BRL,468.720.539-92,Moura - EI,Monteiro,BA,2026-05-25 01:16:38
FLOW-0000001205,POL-00000429,CLM-00000376,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2024-08-03,2024-08-03,752.27,752.27,BRL,184.720.396-50,Cassiano Rodrigues e Filhos,Duarte da Serra,AP,2026-05-25 01:16:38
FLOW-0000001206,POL-00000195,CLM-00000100,CANCELLATION,DEBIT,FAILED,2024-05-31,2024-06-05,14619.98,0.0,BRL,659.827.143-64,Pastor Costela Ltda.,Montenegro,AC,2026-05-25 01:16:38
FLOW-0000001207,POL-00000029,CLM-00000678,REFUND,BANK_SLIP,FAILED,2024-05-29,2024-05-31,24799.04,0.0,BRL,853.096.421-70,Carvalho Novaes Ltda.,Guerra,RS,2026-05-25 01:16:38
FLOW-0000001208,POL-00000467,CLM-00000705,COMMISSION,PIX,PENDING,2026-04-18,2026-04-19,5903.82,5903.82,BRL,458.739.021-60,Novais,Viana,PA,2026-05-25 01:16:38
FLOW-0000001209,POL-00000276,CLM-00000334,CLAIM_PAYMENT,PIX,PENDING,2025-12-17,2025-12-19,2906.06,2906.06,BRL,468.127.593-09,Sampaio - EI,Pereira de Oliveira,SC,2026-05-25 01:16:38
FLOW-0000001210,POL-00000137,CLM-00000021,REFUND,DEBIT,CANCELLED,2025-06-13,2025-06-16,16461.31,16461.31,BRL,583.629.470-47,Borges,Fonseca,MS,2026-05-25 01:16:38
FLOW-0000001211,POL-00000293,CLM-00000400,COMMISSION,CREDIT_CARD,CANCELLED,2025-03-09,2025-03-13,604.8,604.8,BRL,013.572.869-02,Ferreira S/A,Montenegro do Galho,RN,2026-05-25 01:16:38
FLOW-0000001212,POL-00000354,CLM-00000692,REFUND,BANK_SLIP,PENDING,2025-09-19,2025-09-23,2488.26,2488.26,BRL,426.173.805-80,da Paz Aragão S/A,Correia,AC,2026-05-25 01:16:38
FLOW-0000001213,POL-00000086,CLM-00000630,CANCELLATION,CREDIT_CARD,FAILED,2025-02-09,2025-02-11,12443.45,0.0,BRL,704.285.963-47,Nascimento,Aragão,MT,2026-05-25 01:16:38
FLOW-0000001214,POL-00000326,CLM-00000868,CLAIM_PAYMENT,PIX,CANCELLED,2025-07-30,2025-08-01,24237.22,24237.22,BRL,914.836.257-37,Pastor,Duarte de Teixeira,SE,2026-05-25 01:16:38
FLOW-0000001215,POL-00000153,CLM-00000588,COMMISSION,DEBIT,PENDING,2026-05-16,2026-05-20,5391.3,5391.3,BRL,758.293.604-38,Ramos Casa Grande - EI,Marques Verde,RO,2026-05-25 01:16:38
FLOW-0000001216,POL-00000304,CLM-00000345,PREMIUM_PAYMENT,CREDIT_CARD,PENDING,2025-12-31,2026-01-01,15633.08,15633.08,BRL,456.873.190-93,Pereira,Mendes do Galho,MA,2026-05-25 01:16:38
FLOW-0000001217,POL-00000219,CLM-00000215,REINSURANCE,CREDIT_CARD,CANCELLED,2024-06-02,2024-06-02,14182.39,14182.39,BRL,291.435.607-25,Melo,das Neves de Goiás,AM,2026-05-25 01:16:38
FLOW-0000001218,POL-00000222,CLM-00000680,COMMISSION,BANK_TRANSFER,FAILED,2025-11-28,2025-11-28,16305.84,0.0,BRL,312.078.469-96,Pinto,Cassiano,RJ,2026-05-25 01:16:38
FLOW-0000001219,POL-00000320,CLM-00000528,REFUND,DEBIT,FAILED,2025-10-10,2025-10-12,5041.92,0.0,BRL,934.256.107-16,Cardoso Vasconcelos - ME,Almeida da Mata,PE,2026-05-25 01:16:38
FLOW-0000001220,POL-00000322,CLM-00000721,CLAIM_PAYMENT,BANK_TRANSFER,PENDING,2024-06-19,2024-06-24,19097.88,19097.88,BRL,314.689.507-20,Ribeiro Lima e Filhos,Carvalho,SE,2026-05-25 01:16:38
FLOW-0000001221,POL-00000138,CLM-00000960,CLAIM_PAYMENT,BANK_TRANSFER,CANCELLED,2026-03-01,2026-03-02,14442.24,14442.24,BRL,465.781.293-91,Martins - ME,Pimenta de Cardoso,DF,2026-05-25 01:16:38
FLOW-0000001222,POL-00000268,CLM-00000206,REFUND,CREDIT_CARD,PENDING,2024-08-08,2024-08-12,21326.73,21326.73,BRL,892.347.160-78,Monteiro Ltda.,Abreu,AM,2026-05-25 01:16:38
FLOW-0000001223,POL-00000433,CLM-00000446,CLAIM_PAYMENT,DEBIT,FAILED,2025-06-24,2025-06-27,3736.21,0.0,BRL,735.268.190-68,Moraes,Correia,RS,2026-05-25 01:16:38
FLOW-0000001224,POL-00000434,CLM-00000423,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2026-03-06,2026-03-08,21511.64,21511.64,BRL,978.234.605-56,Rodrigues,Cavalcanti,RR,2026-05-25 01:16:38
FLOW-0000001225,POL-00000208,CLM-00000245,COMMISSION,PIX,PROCESSED,2025-06-05,2025-06-07,16168.76,16168.76,BRL,514.978.230-05,da Mata S.A.,Câmara das Pedras,ES,2026-05-25 01:16:38
FLOW-0000001226,POL-00000238,CLM-00000498,CLAIM_PAYMENT,BANK_TRANSFER,FAILED,2024-07-25,2024-07-26,4838.3,0.0,BRL,912.365.047-80,Rezende,Cavalcanti,SE,2026-05-25 01:16:38
FLOW-0000001227,POL-00000082,CLM-00000280,PREMIUM_PAYMENT,BANK_SLIP,PROCESSED,2026-01-28,2026-01-31,10579.38,10579.38,BRL,910.654.823-70,da Cunha Camargo e Filhos,Macedo de Correia,SE,2026-05-25 01:16:38
FLOW-0000001228,POL-00000330,CLM-00000873,COMMISSION,PIX,PROCESSED,2026-05-24,2026-05-24,6497.0,6497.0,BRL,671.548.392-28,Guerra Ribeiro Ltda.,Ferreira,PR,2026-05-25 01:16:38
FLOW-0000001229,POL-00000441,CLM-00000919,PREMIUM_PAYMENT,PIX,PENDING,2025-03-06,2025-03-11,12171.76,12171.76,BRL,217.350.684-62,Costa,Carvalho Verde,SP,2026-05-25 01:16:38
FLOW-0000001230,POL-00000460,CLM-00000373,PREMIUM_PAYMENT,PIX,CANCELLED,2025-05-16,2025-05-18,15059.91,15059.91,BRL,821.954.670-02,Martins,Aragão do Amparo,RO,2026-05-25 01:16:38
FLOW-0000001231,POL-00000121,CLM-00000115,CANCELLATION,BANK_TRANSFER,PROCESSED,2024-07-17,2024-07-20,23581.9,23581.9,BRL,612.479.350-43,Carvalho Ltda.,Ramos,GO,2026-05-25 01:16:38
FLOW-0000001232,POL-00000255,CLM-00000906,PREMIUM_PAYMENT,PIX,FAILED,2026-04-29,2026-05-04,12531.2,0.0,BRL,326.418.509-15,Barros,Silva de Fonseca,AP,2026-05-25 01:16:38
FLOW-0000001233,POL-00000427,CLM-00000599,COMMISSION,DEBIT,FAILED,2024-10-16,2024-10-17,15015.54,0.0,BRL,819.243.706-03,da Luz Brito Ltda.,Pires Alegre,MA,2026-05-25 01:16:38
FLOW-0000001234,POL-00000074,CLM-00000110,REFUND,BANK_SLIP,PROCESSED,2025-07-20,2025-07-25,18611.78,18611.78,BRL,164.382.957-28,Peixoto,da Rocha,SE,2026-05-25 01:16:38
FLOW-0000001235,POL-00000131,CLM-00000884,REFUND,BANK_TRANSFER,CANCELLED,2026-03-18,2026-03-19,24249.59,24249.59,BRL,725.389.640-83,Freitas Pimenta - EI,Nascimento,AM,2026-05-25 01:16:38
FLOW-0000001236,POL-00000163,CLM-00000559,COMMISSION,DEBIT,PENDING,2025-06-11,2025-06-11,12284.45,12284.45,BRL,209.651.834-24,Aparecida,Martins,AL,2026-05-25 01:16:38
FLOW-0000001237,POL-00000186,CLM-00000487,COMMISSION,CREDIT_CARD,PROCESSED,2025-07-31,2025-08-03,17084.32,17084.32,BRL,263.408.795-00,Lopes Ltda.,Pimenta,CE,2026-05-25 01:16:38
FLOW-0000001238,POL-00000431,CLM-00000758,REINSURANCE,PIX,PENDING,2024-11-02,2024-11-04,575.8,575.8,BRL,958.736.421-09,Silva - ME,Moraes,SC,2026-05-25 01:16:38
FLOW-0000001239,POL-00000130,CLM-00000566,CANCELLATION,DEBIT,PROCESSED,2026-01-27,2026-02-01,22940.56,22940.56,BRL,790.645.281-01,Rocha,Silva Verde,MA,2026-05-25 01:16:38
FLOW-0000001240,POL-00000463,CLM-00000832,CANCELLATION,PIX,FAILED,2025-06-09,2025-06-11,15991.78,0.0,BRL,085.372.169-68,Novais Cassiano S/A,Melo dos Dourados,RR,2026-05-25 01:16:38
FLOW-0000001241,POL-00000005,CLM-00000932,REFUND,DEBIT,CANCELLED,2025-07-01,2025-07-05,21680.48,21680.48,BRL,750.862.419-01,Pereira Ltda.,da Rocha de Pereira,PA,2026-05-25 01:16:38
FLOW-0000001242,POL-00000108,CLM-00000881,CLAIM_PAYMENT,BANK_SLIP,FAILED,2024-07-26,2024-07-28,7557.16,0.0,BRL,514.296.830-15,Peixoto,Carvalho Paulista,RJ,2026-05-25 01:16:38
FLOW-0000001243,POL-00000405,CLM-00000035,CANCELLATION,CREDIT_CARD,CANCELLED,2026-04-01,2026-04-04,15802.25,15802.25,BRL,297.358.106-03,Cardoso - ME,da Mota,BA,2026-05-25 01:16:38
FLOW-0000001244,POL-00000378,CLM-00000423,REFUND,CREDIT_CARD,CANCELLED,2025-08-09,2025-08-09,20588.78,20588.78,BRL,809.751.634-93,Costela,Novais da Prata,PB,2026-05-25 01:16:38
FLOW-0000001245,POL-00000358,CLM-00000268,PREMIUM_PAYMENT,BANK_TRANSFER,PROCESSED,2025-03-18,2025-03-23,10588.03,10588.03,BRL,428.750.693-65,Almeida S/A,Sales,RN,2026-05-25 01:16:38
FLOW-0000001246,POL-00000233,CLM-00000712,REINSURANCE,PIX,FAILED,2026-02-20,2026-02-20,8828.82,0.0,BRL,492.637.580-00,Santos Gomes - EI,Lima do Norte,MS,2026-05-25 01:16:38
FLOW-0000001247,POL-00000406,CLM-00000657,CLAIM_PAYMENT,BANK_SLIP,CANCELLED,2024-09-11,2024-09-11,16052.25,16052.25,BRL,180.425.639-06,Silveira Costa S.A.,Rezende,PR,2026-05-25 01:16:38
FLOW-0000001248,POL-00000161,CLM-00000590,CANCELLATION,PIX,FAILED,2025-07-27,2025-07-27,10046.51,0.0,BRL,304.872.951-88,Lima - ME,Gonçalves,RJ,2026-05-25 01:16:38
FLOW-0000001249,POL-00000434,CLM-00000609,REINSURANCE,DEBIT,PROCESSED,2025-01-24,2025-01-24,3987.67,3987.67,BRL,179.842.036-87,Cunha Ltda.,da Rocha da Prata,CE,2026-05-25 01:16:38
FLOW-0000001250,POL-00000134,CLM-00000178,CANCELLATION,BANK_TRANSFER,PROCESSED,2024-10-30,2024-11-01,11314.67,11314.67,BRL,147.260.938-78,da Mata Ltda.,Guerra do Campo,RO,2026-05-25 01:16:38
FLOW-0000001251,POL-00000213,CLM-00000377,CLAIM_PAYMENT,BANK_SLIP,PENDING,2025-05-20,2025-05-22,19998.24,19998.24,BRL,351.480.692-60,Ramos Moreira - ME,Duarte do Amparo,RO,2026-05-25 01:16:38
FLOW-0000001252,POL-00000011,CLM-00000971,REINSURANCE,PIX,PROCESSED,2025-11-15,2025-11-18,21915.93,21915.93,BRL,139.428.067-03,Costela,Peixoto da Serra,MA,2026-05-25 01:16:38
FLOW-0000001253,POL-00000465,CLM-00000092,CANCELLATION,DEBIT,PROCESSED,2025-11-18,2025-11-22,16195.31,16195.31,BRL,934.605.812-98,Garcia Fonseca S/A,Machado da Praia,CE,2026-05-25 01:16:38
FLOW-0000001254,POL-00000206,CLM-00000633,CLAIM_PAYMENT,DEBIT,PENDING,2025-09-29,2025-09-30,6581.49,6581.49,BRL,237.065.914-99,Guerra,Fogaça,PA,2026-05-25 01:16:38
FLOW-0000001255,POL-00000088,CLM-00000970,PREMIUM_PAYMENT,BANK_TRANSFER,FAILED,2025-11-24,2025-11-28,6540.94,0.0,BRL,086.247.135-44,Freitas,Gomes do Galho,ES,2026-05-25 01:16:38
FLOW-0000001256,POL-00000396,CLM-00000943,REINSURANCE,DEBIT,CANCELLED,2025-12-22,2025-12-22,402.17,402.17,BRL,273.840.591-60,Porto S/A,Camargo,MA,2026-05-25 01:16:38
FLOW-0000001257,POL-00000098,CLM-00000969,CLAIM_PAYMENT,CREDIT_CARD,PROCESSED,2025-07-22,2025-07-27,12379.02,12379.02,BRL,207.893.156-02,Campos,Campos,AP,2026-05-25 01:16:38
FLOW-0000001258,POL-00000221,CLM-00000877,REFUND,BANK_SLIP,PROCESSED,2026-05-19,2026-05-21,18673.75,18673.75,BRL,351.920.864-42,Ramos,Martins Alegre,PB,2026-05-25 01:16:38
FLOW-0000001259,POL-00000215,CLM-00000185,COMMISSION,DEBIT,PROCESSED,2025-07-25,2025-07-29,5428.39,5428.39,BRL,461.073.592-06,Carvalho,Pacheco da Prata,PA,2026-05-25 01:16:38
FLOW-0000001260,POL-00000317,CLM-00000462,COMMISSION,BANK_SLIP,PROCESSED,2024-11-26,2024-11-27,767.89,767.89,BRL,917.043.562-61,Nunes,Lopes da Prata,TO,2026-05-25 01:16:38
FLOW-0000001261,POL-00000044,CLM-00000011,CANCELLATION,DEBIT,CANCELLED,2026-05-16,2026-05-18,14593.43,14593.43,BRL,952.086.147-58,Campos,Cavalcanti,MS,2026-05-25 01:16:38
FLOW-0000001262,POL-00000352,CLM-00000218,CANCELLATION,DEBIT,CANCELLED,2026-05-13,2026-05-14,21792.51,21792.51,BRL,307.521.964-99,Andrade,Câmara da Serra,SC,2026-05-25 01:16:38
FLOW-0000001263,POL-00000038,CLM-00000098,REINSURANCE,BANK_TRANSFER,FAILED,2026-02-20,2026-02-25,10611.11,0.0,BRL,759.412.068-01,Almeida,Câmara,AM,2026-05-25 01:16:38
FLOW-0000001264,POL-00000466,CLM-00000363,CLAIM_PAYMENT,BANK_TRANSFER,CANCELLED,2025-07-05,2025-07-05,1350.21,1350.21,BRL,521.690.873-03,Campos,Vieira dos Dourados,AP,2026-05-25 01:16:38
FLOW-0000001265,POL-00000003,CLM-00000260,REINSURANCE,BANK_TRANSFER,PENDING,2024-11-15,2024-11-20,24181.89,24181.89,BRL,815.420.397-97,Câmara e Filhos,Fogaça,PR,2026-05-25 01:16:38
FLOW-0000001266,POL-00000068,CLM-00000992,REFUND,BANK_TRANSFER,FAILED,2025-06-11,2025-06-15,9554.4,0.0,BRL,134.780.629-69,Cardoso,Mendonça,CE,2026-05-25 01:16:38
FLOW-0000001267,POL-00000258,CLM-00000505,COMMISSION,CREDIT_CARD,PROCESSED,2025-04-07,2025-04-07,14533.15,14533.15,BRL,354.729.180-14,Montenegro Ltda.,da Cruz,TO,2026-05-25 01:16:38
FLOW-0000001268,POL-00000073,CLM-00000267,COMMISSION,PIX,CANCELLED,2026-03-01,2026-03-04,3341.39,3341.39,BRL,460.917.382-40,Alves,Siqueira,PE,2026-05-25 01:16:38
FLOW-0000001269,POL-00000447,CLM-00000997,CLAIM_PAYMENT,CREDIT_CARD,CANCELLED,2024-09-19,2024-09-21,1151.85,1151.85,BRL,380.456.192-60,Vasconcelos,Fonseca,AL,2026-05-25 01:16:38
FLOW-0000001270,POL-00000463,CLM-00000898,REFUND,CREDIT_CARD,FAILED,2025-02-07,2025-02-12,9046.78,0.0,BRL,537.648.012-71,Oliveira - ME,Souza,RN,2026-05-25 01:16:38
FLOW-0000001271,POL-00000224,CLM-00000915,COMMISSION,BANK_SLIP,FAILED,2025-08-03,2025-08-07,20748.25,0.0,BRL,670.452.398-74,Garcia Ltda.,Gonçalves da Praia,AL,2026-05-25 01:16:38
FLOW-0000001272,POL-00000285,CLM-00000874,REFUND,DEBIT,PROCESSED,2025-01-03,2025-01-05,18434.89,18434.89,BRL,645.321.978-64,Siqueira Lopes - ME,da Paz,DF,2026-05-25 01:16:38
FLOW-0000001273,POL-00000094,CLM-00000037,PREMIUM_PAYMENT,DEBIT,PROCESSED,2025-05-22,2025-05-22,4763.55,4763.55,BRL,975.810.234-60,Gonçalves - ME,Moraes,PE,2026-05-25 01:16:38
FLOW-0000001274,POL-00000060,CLM-00000917,REFUND,DEBIT,CANCELLED,2025-02-02,2025-02-04,4130.7,4130.7,BRL,905.238.476-29,Azevedo,Machado,MS,2026-05-25 01:16:38
FLOW-0000001275,POL-00000235,CLM-00000505,CANCELLATION,PIX,CANCELLED,2025-06-06,2025-06-06,11065.92,11065.92,BRL,679.321.845-09,da Conceição - ME,Castro,RO,2026-05-25 01:16:38
FLOW-0000001276,POL-00000048,CLM-00000209,PREMIUM_PAYMENT,CREDIT_CARD,FAILED,2024-10-10,2024-10-15,21678.64,0.0,BRL,723.165.490-80,Duarte,Castro Grande,DF,2026-05-25 01:16:38
FLOW-0000001277,POL-00000289,CLM-00000913,CANCELLATION,BANK_TRANSFER,FAILED,2026-01-22,2026-01-23,20882.09,0.0,BRL,538.792.014-04,Cavalcanti Ltda.,da Cunha,RJ,2026-05-25 01:16:38
FLOW-0000001278,POL-00000214,CLM-00000943,PREMIUM_PAYMENT,PIX,PROCESSED,2026-04-10,2026-04-11,14609.51,14609.51,BRL,087.169.432-87,Sousa S.A.,Barbosa Alegre,PE,2026-05-25 01:16:38
FLOW-0000001279,POL-00000455,CLM-00000337,CANCELLATION,PIX,PENDING,2025-10-10,2025-10-11,19217.92,19217.92,BRL,164.925.837-28,Souza,Moura do Amparo,MA,2026-05-25 01:16:38
FLOW-0000001280,POL-00000202,CLM-00000383,CANCELLATION,BANK_TRANSFER,PENDING,2024-08-23,2024-08-25,17048.74,17048.74,BRL,485.230.961-24,Vargas,Peixoto do Campo,RO,2026-05-25 01:16:38
FLOW-0000001281,POL-00000042,CLM-00000472,CLAIM_PAYMENT,DEBIT,PENDING,2024-11-14,2024-11-14,20932.58,20932.58,BRL,536.947.128-28,Pacheco,Machado de Fonseca,CE,2026-05-25 01:16:38
FLOW-0000001282,POL-00000169,CLM-00000994,COMMISSION,PIX,PENDING,2026-04-20,2026-04-23,15727.5,15727.5,BRL,734.058.619-93,Brito,Machado,RO,2026-05-25 01:16:38
FLOW-0000001283,POL-00000486,CLM-00000750,REFUND,BANK_TRANSFER,FAILED,2025-05-21,2025-05-26,15578.0,0.0,BRL,875.392.416-91,Nunes,Pacheco,SP,2026-05-25 01:16:38
FLOW-0000001284,POL-00000166,CLM-00000818,PREMIUM_PAYMENT,PIX,FAILED,2026-02-17,2026-02-18,5323.6,0.0,BRL,172.396.508-12,Brito da Luz Ltda.,Nascimento das Flores,ES,2026-05-25 01:16:38
FLOW-0000001285,POL-00000048,CLM-00000409,REINSURANCE,CREDIT_CARD,CANCELLED,2025-01-01,2025-01-06,1814.57,1814.57,BRL,650.342.971-16,das Neves - EI,Rezende de Peixoto,PR,2026-05-25 01:16:38
FLOW-0000001286,POL-00000011,CLM-00000873,REFUND,BANK_SLIP,PENDING,2025-03-20,2025-03-21,6040.0,6040.0,BRL,806.143.759-75,Andrade Pereira Ltda.,Pires do Norte,CE,2026-05-25 01:16:38
FLOW-0000001287,POL-00000332,CLM-00000771,REFUND,BANK_SLIP,FAILED,2026-03-12,2026-03-13,9743.15,0.0,BRL,296.537.140-07,Martins - EI,Almeida do Galho,RR,2026-05-25 01:16:38
FLOW-0000001288,POL-00000463,CLM-00000702,REFUND,BANK_TRANSFER,FAILED,2024-10-24,2024-10-24,7498.74,0.0,BRL,436.725.190-06,Fernandes Brito - ME,Sousa,BA,2026-05-25 01:16:38
FLOW-0000001289,POL-00000263,CLM-00000205,PREMIUM_PAYMENT,DEBIT,FAILED,2025-04-29,2025-04-30,9008.15,0.0,BRL,295.370.618-68,Ferreira,Pinto,PA,2026-05-25 01:16:38
